group_id,timestamp,forecast_kwh
G06,2026-02-01 22:00:00,63.74354491155526
G06,2026-02-01 23:00:00,63.82450674623608
G07,2026-02-01 00:00:00,116.9981000097353
G07,2026-02-01 01:00:00,112.90601799568272
G07,2026-02-01 02:00:00,108.54428282162897
G07,2026-02-01 03:00:00,102.75582379347992
G07,2026-02-01 04:00:00,98.13474252854519
G07,2026-02-01 05:00:00,93.18990612493299
G07,2026-02-01 06:00:00,89.51808771054957
G07,2026-02-01 07:00:00,87.1609538258015
G07,2026-02-01 08:00:00,86.71347305138895
G07,2026-02-01 09:00:00,86.01687519237692
G07,2026-02-01 10:00:00,88.19676931913914
G07,2026-02-01 11:00:00,89.9781388878731
G07,2026-02-01 12:00:00,94.74331695079118
G07,2026-02-01 13:00:00,97.85130991455166
G07,2026-02-01 14:00:00,103.56024143350874
G07,2026-02-01 15:00:00,109.36697523121317
G07,2026-02-01 16:00:00,112.10442386055576
G07,2026-02-01 17:00:00,115.7702900537075
G07,2026-02-01 18:00:00,119.40258040957036
G07,2026-02-01 19:00:00,121.42812483018909
G07,2026-02-01 20:00:00,123.7745628905877
G07,2026-02-01 21:00:00,122.36341441272866
G07,2026-02-01 22:00:00,122.24616711225204
G07,2026-02-01 23:00:00,120.28551760550266
G08,2026-02-01 00:00:00,74.68574331915032
G08,2026-02-01 01:00:00,80.54641583831472
G08,2026-02-01 02:00:00,81.79500191154338
G08,2026-02-01 03:00:00,79.01126815540213
G08,2026-02-01 04:00:00,83.2739676970981
G08,2026-02-01 05:00:00,79.82825496611132
G08,2026-02-01 06:00:00,79.50937272635869
G08,2026-02-01 07:00:00,68.75303019050452
G08,2026-02-01 08:00:00,76.68172718073976
G08,2026-02-01 09:00:00,74.82590557394371
G08,2026-02-01 10:00:00,75.97818323849846
G08,2026-02-01 11:00:00,74.326855797116
G08,2026-02-01 12:00:00,73.32283926731917
G08,2026-02-01 13:00:00,71.44567842166592
G08,2026-02-01 14:00:00,71.31357957844983
G08,2026-02-01 15:00:00,70.69621506311505
G08,2026-02-01 16:00:00,67.96129976617753
G08,2026-02-01 17:00:00,66.03641248499196
G08,2026-02-01 18:00:00,69.25883828787765
G08,2026-02-01 19:00:00,69.65229954373652
G08,2026-02-01 20:00:00,68.84038768605492
G08,2026-02-01 21:00:00,71.11070111189827
G08,2026-02-01 22:00:00,71.68331833756343
G08,2026-02-01 23:00:00,74.52505994846955
G09,2026-02-01 00:00:00,115.89035660246651
G09,2026-02-01 01:00:00,79.46184542046623
G09,2026-02-01 02:00:00,77.63348127732375
G09,2026-02-01 03:00:00,76.56691646819752
G09,2026-02-01 04:00:00,74.70644275626904
G09,2026-02-01 05:00:00,75.18205118981271
G09,2026-02-01 06:00:00,75.97670148284979
G09,2026-02-01 07:00:00,76.82241855696242
G09,2026-02-01 08:00:00,79.7782914554886
G09,2026-02-01 09:00:00,82.16985561872546
G09,2026-02-01 10:00:00,84.23595540354421
G09,2026-02-01 11:00:00,86.12597719842022
G09,2026-02-01 12:00:00,88.76371552464892
G09,2026-02-01 13:00:00,90.57926740366219
G09,2026-02-01 14:00:00,90.25510992773724
G09,2026-02-01 15:00:00,93.34322921846017
G09,2026-02-01 16:00:00,91.91712128226153
G09,2026-02-01 17:00:00,91.65039239021748
G09,2026-02-01 18:00:00,91.75337742910718
G09,2026-02-01 19:00:00,91.23108046800715
G09,2026-02-01 20:00:00,89.42250839832445
G09,2026-02-01 21:00:00,87.88609343440548
G09,2026-02-01 22:00:00,86.81942509520441
G09,2026-02-01 23:00:00,84.01607724635647
G10,2026-02-01 00:00:00,64.21335711703637
G10,2026-02-01 01:00:00,65.96250957431008
G10,2026-02-01 02:00:00,67.42106708894806
G10,2026-02-01 03:00:00,68.71745312254288
G10,2026-02-01 04:00:00,70.38910175867326
G10,2026-02-01 05:00:00,70.97646061572316
G10,2026-02-01 06:00:00,71.77976202962533
G10,2026-02-01 07:00:00,72.46331072894684
G10,2026-02-01 08:00:00,72.47157110143434
G10,2026-02-01 09:00:00,72.11670587736461
G10,2026-02-01 10:00:00,71.34485727568124
G10,2026-02-01 11:00:00,70.47492656227575
G10,2026-02-01 12:00:00,69.23191366479523
G10,2026-02-01 13:00:00,68.01693225283728
G10,2026-02-01 14:00:00,66.44764608426044
G10,2026-02-01 15:00:00,65.05521778103994
G10,2026-02-01 16:00:00,63.83280871738802
G10,2026-02-01 17:00:00,62.7465368080035
G10,2026-02-01 18:00:00,61.823180566910736
G10,2026-02-01 19:00:00,61.81161181577172
G10,2026-02-01 20:00:00,61.892940209090085
G10,2026-02-01 21:00:00,62.36863040425919
G10,2026-02-01 22:00:00,63.07781062744577
G10,2026-02-01 23:00:00,64.54673752820727
G11,2026-02-01 00:00:00,67.28466749038918
G11,2026-02-01 01:00:00,64.34410597400777
G11,2026-02-01 02:00:00,63.75350126069643
G11,2026-02-01 03:00:00,61.507814760910904
G11,2026-02-01 04:00:00,61.00052144672138
G11,2026-02-01 05:00:00,61.1804807837325
G11,2026-02-01 06:00:00,59.5370631933981
G11,2026-02-01 07:00:00,61.612627908514604
G11,2026-02-01 08:00:00,63.09457451254025
G11,2026-02-01 09:00:00,62.29573944352312
G11,2026-02-01 10:00:00,66.03699454649565
G11,2026-02-01 11:00:00,67.7561727647778
G11,2026-02-01 12:00:00,67.84799652783069
G11,2026-02-01 13:00:00,71.70525377484333
G11,2026-02-01 14:00:00,73.17939763375574
G11,2026-02-01 15:00:00,72.06769732212038
G11,2026-02-01 16:00:00,75.93072522342439
G11,2026-02-01 17:00:00,73.85061778101118
G11,2026-02-01 18:00:00,73.28890187185112
G11,2026-02-01 19:00:00,72.75279635760991
G11,2026-02-01 20:00:00,68.82596936258942
G11,2026-02-01 21:00:00,72.393602205968
G11,2026-02-01 22:00:00,67.22538066594728
G11,2026-02-01 23:00:00,68.11468141261152
G12,2026-02-01 00:00:00,77.70781460629273
G12,2026-02-01 01:00:00,79.71092507786761
G12,2026-02-01 02:00:00,79.83368113868086
G12,2026-02-01 03:00:00,79.42175302767487
G12,2026-02-01 04:00:00,83.83227822650038
G12,2026-02-01 05:00:00,82.3161981280891
G12,2026-02-01 06:00:00,82.97608753786832
G12,2026-02-01 07:00:00,85.25215744506946
G12,2026-02-01 08:00:00,83.93839595868472
G12,2026-02-01 09:00:00,86.15456173414921
G12,2026-02-01 10:00:00,86.33877097887921
G12,2026-02-01 11:00:00,85.16763762771592
G12,2026-02-01 12:00:00,86.66961119673026
G12,2026-02-01 13:00:00,85.09333646820951
G12,2026-02-01 14:00:00,85.8706763834566
G12,2026-02-01 15:00:00,83.98977896908019
G12,2026-02-01 16:00:00,82.64720960239488
G12,2026-02-01 17:00:00,82.14812764812513
G12,2026-02-01 18:00:00,80.88222359271926
G12,2026-02-01 19:00:00,79.80663183406834
G12,2026-02-01 20:00:00,78.99887928590117
G12,2026-02-01 21:00:00,79.89584780178963
G12,2026-02-01 22:00:00,79.10919455725013
G12,2026-02-01 23:00:00,79.12286552278466
