meter_id,timestamp,actual_kwh,expected_kwh,deviation_pct,anomaly_type,severity
M0002,2025-02-08 13:00:00,6.25220668625331,3.7824546921362034,65.29495248817571,positive_spike,medium
M0002,2025-03-18 04:00:00,4.461583440405837,2.7034871436217323,65.03068826984942,positive_spike,medium
M0002,2025-04-02 02:00:00,,5.235930685555339,,missing_reading,high
M0002,2025-04-07 01:00:00,5.8503158119061,3.539251334319838,65.29811701068114,positive_spike,medium
M0002,2025-04-07 07:00:00,,3.855847257669768,,missing_reading,high
M0002,2025-05-19 19:00:00,7.994022479807374,3.972356222977296,101.24132960602972,positive_spike,medium
M0002,2025-05-24 09:00:00,16.894884593155417,3.2371763776558615,421.9018867729883,positive_spike,high
M0002,2025-05-31 09:00:00,2.683058044242237,16.894884593155417,-84.11910996225912,negative_drop,medium
M0002,2025-06-20 11:00:00,4.7931812407423235,2.891166170482565,65.78712388372658,positive_spike,medium
M0002,2025-06-27 15:00:00,,5.737497539103432,,missing_reading,high
M0002,2025-07-08 19:00:00,,6.763984068058034,,missing_reading,high
M0002,2025-07-14 10:00:00,0.49508136876164266,3.9683441569777886,-87.52423305092856,negative_drop,medium
M0002,2025-07-21 10:00:00,3.7377885805456232,0.49508136876164266,654.9846987566978,positive_spike,high
M0002,2025-07-25 19:00:00,7.292301781733461,4.402684589329242,65.63307304383706,positive_spike,medium
M0002,2025-07-30 05:00:00,,2.890363904206457,,missing_reading,high
M0002,2025-08-08 19:00:00,0.5653726847871263,5.401702893574087,-89.53343610475692,negative_drop,medium
M0002,2025-08-15 19:00:00,5.956606410555889,0.5653726847871263,953.5716653517962,positive_spike,high
M0002,2025-09-16 03:00:00,0.4842098236220221,3.043000780534027,-84.08775223721611,negative_drop,medium
M0002,2025-09-21 21:00:00,21.11881543613641,4.755145347703064,344.1255501545855,positive_spike,high
M0002,2025-09-23 03:00:00,3.789890214686635,0.4842098236220221,682.6958541107692,positive_spike,high
M0002,2025-09-23 10:00:00,22.318776593994944,4.213349438242563,429.7157741396442,positive_spike,high
M0002,2025-09-28 21:00:00,5.178425104866072,21.11881543613641,-75.47956645330936,negative_drop,medium
M0002,2025-09-30 10:00:00,3.971997575588401,22.318776593994944,-82.20333646487998,negative_drop,medium
M0002,2025-11-13 08:00:00,0.2673821176716415,3.2411815803977224,-91.75047398489686,negative_drop,medium
M0002,2025-11-20 08:00:00,2.2731164346698662,0.2673821176716415,750.1377932316948,positive_spike,high
M0002,2025-12-01 03:00:00,,3.6218658311046,,missing_reading,high
M0002,2025-12-26 08:00:00,3.9416883285194126,2.369739259828707,66.33426281692829,positive_spike,medium
M0002,2025-12-28 05:00:00,,3.561632949378298,,missing_reading,high
M0002,2026-01-27 19:00:00,,6.943774052474141,,missing_reading,high
M0003,2025-01-27 18:00:00,20.9027851377883,12.88629606644307,62.20941246430617,positive_spike,medium
M0003,2025-02-03 22:00:00,23.154147409532616,13.897438888433772,66.60729790150613,positive_spike,medium
M0003,2025-02-05 14:00:00,1.1069473471825615,14.49703991634191,-92.36432158861102,negative_drop,medium
M0003,2025-02-12 14:00:00,14.758321766548368,1.1069473471825615,1233.2451452286084,positive_spike,high
M0003,2025-02-13 06:00:00,56.00976401310521,12.681681966489682,341.65879700426547,positive_spike,high
M0003,2025-02-16 17:00:00,17.768443656678613,11.051977295252055,60.77162648815757,positive_spike,medium
M0003,2025-02-18 21:00:00,87.42075059085336,16.865048734752115,418.35456846747314,positive_spike,high
M0003,2025-02-20 06:00:00,10.401340184528047,56.00976401310521,-81.42941616019962,negative_drop,medium
M0003,2025-02-20 08:00:00,15.491713486464223,7.536045286660459,105.56821113968195,positive_spike,medium
M0003,2025-02-25 21:00:00,20.622843714579005,87.42075059085336,-76.40966981500988,negative_drop,medium
M0003,2025-02-26 00:00:00,1.9755309084812847,20.457296041481676,-90.34314747914162,negative_drop,medium
M0003,2025-02-27 01:00:00,,19.63239726911706,,missing_reading,high
M0003,2025-03-05 00:00:00,13.642667931418309,1.9755309084812847,590.582358030849,positive_spike,high
M0003,2025-03-09 04:00:00,16.264374910700454,9.539245466736398,70.49959525011448,positive_spike,medium
M0003,2025-04-02 20:00:00,2.762823186102046,22.655970675107298,-87.80531972908302,negative_drop,medium
M0003,2025-04-08 12:00:00,20.449499909943075,12.203197562532262,67.57493112075487,positive_spike,medium
M0003,2025-04-09 20:00:00,28.112472420018634,2.762823186102046,917.5270195151855,positive_spike,high
M0003,2025-04-11 23:00:00,,22.519951391746012,,missing_reading,high
M0003,2025-04-16 18:00:00,,23.048759753300814,,missing_reading,high
M0003,2025-05-14 22:00:00,144.9955467419726,26.303718132926523,451.23593557851336,positive_spike,high
M0003,2025-05-16 01:00:00,25.168649275698872,15.414726195423352,63.27665478204517,positive_spike,medium
M0003,2025-05-18 18:00:00,,20.248468377137126,,missing_reading,high
M0003,2025-05-21 22:00:00,31.548901940047305,144.9955467419726,-78.24146834234138,negative_drop,medium
M0003,2025-06-07 15:00:00,23.902811948056662,14.297830888844366,67.17788966651169,positive_spike,medium
M0003,2025-08-05 05:00:00,20.243520691114007,10.763810667450752,88.07020409908773,positive_spike,medium
M0003,2025-08-21 23:00:00,33.52101348112723,20.176959378544723,66.13510912239818,positive_spike,medium
M0003,2025-08-30 00:00:00,2.786369545451228,23.899824665916515,-88.3414644902192,negative_drop,medium
M0003,2025-09-06 00:00:00,23.867751614385075,2.786369545451228,756.5895953517503,positive_spike,high
M0003,2025-09-16 02:00:00,26.3857659887716,16.43793629622763,60.51750969996711,positive_spike,medium
M0003,2025-09-16 13:00:00,26.43814098583345,15.60825973446055,69.38557812093713,positive_spike,medium
M0003,2025-09-19 10:00:00,,15.465907091948248,,missing_reading,high
M0003,2025-09-27 13:00:00,,17.65488998428212,,missing_reading,high
M0003,2025-09-28 02:00:00,23.72109985009693,14.679814885609805,61.589911282532825,positive_spike,medium
M0003,2025-09-28 13:00:00,,12.413681251501808,,missing_reading,high
M0003,2025-10-02 21:00:00,,27.21037289001083,,missing_reading,high
M0003,2025-10-13 04:00:00,,20.968631004990005,,missing_reading,high
M0003,2025-11-04 03:00:00,27.967048520784452,17.206124169513476,62.54124546152949,positive_spike,medium
M0003,2025-11-26 09:00:00,16.85225569269488,9.700971219316937,73.71720121319437,positive_spike,medium
M0003,2025-12-05 11:00:00,19.147034329949406,11.602341063235313,65.02733565229512,positive_spike,medium
M0004,2025-02-02 19:00:00,106.73776295885489,21.161113129112547,404.4052376054342,positive_spike,high
M0004,2025-02-09 19:00:00,20.546168571874393,106.73776295885489,-80.75079709156496,negative_drop,medium
M0004,2025-02-19 04:00:00,59.93470875743508,10.147069758367568,490.66026138246644,positive_spike,high
M0004,2025-02-19 18:00:00,,20.836560198309915,,missing_reading,high
M0004,2025-02-26 04:00:00,10.247962525053365,59.93470875743508,-82.90145603855616,negative_drop,medium
M0004,2025-02-26 05:00:00,,8.983388815873809,,missing_reading,high
M0004,2025-03-26 08:00:00,1.0553059706203365,10.111153833587352,-89.56295208253276,negative_drop,medium
M0004,2025-04-02 08:00:00,9.512782028945265,1.0553059706203365,801.4240697750816,positive_spike,high
M0004,2025-05-02 14:00:00,,19.526079329416422,,missing_reading,high
M0004,2025-05-10 19:00:00,,24.586873733586852,,missing_reading,high
M0004,2025-06-19 11:00:00,,14.384567372560115,,missing_reading,high
M0004,2025-06-26 11:00:00,0.7380802543861505,11.829095213122786,-93.76046738073973,negative_drop,medium
M0004,2025-07-03 11:00:00,10.659322929489992,0.7380802543861505,1344.1956502894361,positive_spike,high
M0004,2025-07-08 00:00:00,1.3306108930484457,12.29909228718241,-89.18122685821984,negative_drop,medium
M0004,2025-07-11 02:00:00,0.5187020015820781,10.335015859452842,-94.98112041010899,negative_drop,medium
M0004,2025-07-15 00:00:00,13.911492705107083,1.3306108930484457,945.4966795917087,positive_spike,high
M0004,2025-07-18 02:00:00,9.135126855851682,0.5187020015820781,1661.1512637292499,positive_spike,high
M0004,2025-07-27 05:00:00,10.485151665193156,6.361633676356369,64.81853873734107,positive_spike,medium
M0004,2025-10-23 01:00:00,92.49740176163927,16.52204925623783,459.8421862028845,positive_spike,high
M0004,2025-10-30 01:00:00,18.907723600121933,92.49740176163927,-79.55864355104146,negative_drop,medium
M0004,2025-11-15 15:00:00,,27.22464033737852,,missing_reading,high
M0004,2025-11-16 23:00:00,,27.683224057159197,,missing_reading,high
M0004,2026-01-06 02:00:00,,14.80359429243883,,missing_reading,high
M0004,2026-01-12 20:00:00,,23.364664181904896,,missing_reading,high
M0005,2025-01-08 19:00:00,10.104206480861384,5.787453871421998,74.58811258531458,positive_spike,medium
M0005,2025-01-16 07:00:00,122.19097199190445,23.755642847565916,414.3660930414458,positive_spike,high
M0005,2025-01-23 07:00:00,20.03074624459856,122.19097199190445,-83.60701619926088,negative_drop,medium
M0005,2025-03-01 05:00:00,,18.253304884760905,,missing_reading,high
M0005,2025-03-26 14:00:00,88.79350609864821,16.034217856792527,453.77510079815266,positive_spike,high
M0005,2025-03-27 23:00:00,0.5265242245380537,12.31806523921859,-95.72559314865705,negative_drop,medium
M0005,2025-04-02 14:00:00,13.953490083174295,88.79350609864821,-84.28546107001091,negative_drop,medium
M0005,2025-04-03 23:00:00,12.114706771344702,0.5265242245380537,2200.8830756027505,positive_spike,high
M0005,2025-04-16 02:00:00,,14.257134068123284,,missing_reading,high
M0005,2025-04-17 11:00:00,,20.651539035555334,,missing_reading,high
M0005,2025-06-07 04:00:00,,15.797222286077586,,missing_reading,high
M0005,2025-06-19 16:00:00,13.149769623433441,8.072525437597172,62.89536310643744,positive_spike,medium
M0005,2025-06-28 04:00:00,,18.368648319549266,,missing_reading,high
M0005,2025-07-05 15:00:00,14.368056398694277,8.71284127678502,64.90666984807041,positive_spike,medium
M0005,2025-07-08 00:00:00,12.881678255891758,7.27913799724053,76.96708402526663,positive_spike,medium
M0005,2025-07-08 04:00:00,18.412575281670787,10.712450324298112,71.88014622487589,positive_spike,medium
M0005,2025-07-08 05:00:00,17.49005860767045,10.683527686723002,63.71051885236645,positive_spike,medium
M0005,2025-07-08 06:00:00,19.15691222413821,11.956399934833945,60.223079928316814,positive_spike,medium
M0005,2025-07-08 09:00:00,21.806773231111233,13.13808109826647,65.98141743841549,positive_spike,medium
M0005,2025-07-08 16:00:00,11.795528544795166,6.507457857198346,81.26169701963299,positive_spike,medium
M0005,2025-08-17 12:00:00,56.33122874303708,17.48495769098315,222.16965999343898,positive_spike,high
M0005,2025-08-24 12:00:00,16.672669133617077,56.33122874303708,-70.4024401639243,negative_drop,medium
M0005,2025-09-08 17:00:00,,11.212715937866616,,missing_reading,high
M0005,2025-09-16 00:00:00,0.8259264397228112,12.495122939992934,-93.390009496591,negative_drop,medium
M0005,2025-09-23 00:00:00,13.313222399767435,0.8259264397228112,1511.913816953902,positive_spike,high
M0005,2025-10-14 12:00:00,,19.100433229767354,,missing_reading,high
M0005,2025-10-23 23:00:00,,13.696558649775929,,missing_reading,high
M0005,2025-11-05 09:00:00,,20.110234632977313,,missing_reading,high
M0005,2025-11-23 08:00:00,2.8099986529289667,23.733492593903815,-88.16019748542722,negative_drop,medium
M0005,2025-11-30 08:00:00,24.759776265234137,2.8099986529289667,781.1312503451236,positive_spike,high
M0005,2025-12-12 14:00:00,17.73889486968322,11.019513606546798,60.97711299293985,positive_spike,medium
M0005,2026-01-03 16:00:00,1.2042200911120913,12.272405574350447,-90.18757908694826,negative_drop,medium
M0005,2026-01-08 00:00:00,16.667502113450613,9.617714664229867,73.3000270369869,positive_spike,medium
M0005,2026-01-08 01:00:00,16.71032078795546,9.958435623936982,67.8006608567017,positive_spike,medium
M0005,2026-01-08 07:00:00,23.163732633589124,13.719977539776876,68.83214689260949,positive_spike,medium
M0005,2026-01-08 11:00:00,20.882307574235764,12.41771879225037,68.1654088290996,positive_spike,medium
M0005,2026-01-08 16:00:00,13.587515981203476,7.2422987610604075,87.61330386229483,positive_spike,medium
M0005,2026-01-10 16:00:00,10.746380184886757,1.2042200911120913,792.393364319518,positive_spike,high
M0006,2025-01-23 11:00:00,39.8270046105296,8.135639548780917,389.53747731482855,positive_spike,high
M0006,2025-01-30 11:00:00,8.580443061777162,39.8270046105296,-78.4557157996546,negative_drop,medium
M0006,2025-02-28 16:00:00,0.2681247493367415,4.227439243003046,-93.65751382990253,negative_drop,medium
M0006,2025-03-02 05:00:00,,8.831409663372472,,missing_reading,high
M0006,2025-03-07 16:00:00,5.345886775719066,0.2681247493367415,1893.8057896345458,positive_spike,high
M0006,2025-03-08 05:00:00,0.45944665114612826,9.36189469272163,-95.09237535535063,negative_drop,medium
M0006,2025-03-15 05:00:00,8.065015057508056,0.45944665114612826,1655.3757410983842,positive_spike,high
M0006,2025-04-10 09:00:00,1.525139868909057,7.734764113136016,-80.28201188037656,negative_drop,medium
M0006,2025-04-17 09:00:00,8.680593796393579,1.525139868909057,469.1670628611176,positive_spike,high
M0006,2025-04-22 16:00:00,6.120492789735547,3.8210557298786383,60.178056076924626,positive_spike,medium
M0006,2025-04-25 20:00:00,,3.5746809070627283,,missing_reading,high
M0006,2025-05-09 13:00:00,7.383499596755812,4.613015792931504,60.05797352936669,positive_spike,medium
M0006,2025-05-17 15:00:00,,4.292678391812487,,missing_reading,high
M0006,2025-06-13 20:00:00,,2.8503921260767644,,missing_reading,high
M0006,2025-07-11 10:00:00,,6.685273150053666,,missing_reading,high
M0006,2025-07-14 16:00:00,19.386484642249762,4.148214231302907,367.3453096023126,positive_spike,high
M0006,2025-07-17 19:00:00,,2.9817260158252084,,missing_reading,high
M0006,2025-07-21 16:00:00,3.493179335784665,19.386484642249762,-81.98136794655471,negative_drop,medium
M0006,2025-09-12 06:00:00,1.0450810259552965,6.893326262562183,-84.83923455602043,negative_drop,medium
M0006,2025-09-19 06:00:00,8.375176121659617,1.0450810259552965,701.3901232207297,positive_spike,high
M0006,2025-10-02 19:00:00,,3.4136851061537516,,missing_reading,high
M0006,2025-10-07 14:00:00,,5.3344135187493995,,missing_reading,high
M0006,2025-10-18 08:00:00,,7.574995712193064,,missing_reading,high
M0006,2025-11-19 07:00:00,10.654696277688114,6.5872381694127675,61.74754887658705,positive_spike,medium
M0006,2025-12-26 13:00:00,43.24058352771206,8.62438396108406,401.37590954701466,positive_spike,high
M0006,2026-01-02 13:00:00,7.69374801862189,43.24058352771206,-82.20711333904383,negative_drop,medium
M0007,2025-01-08 02:00:00,8.116596622373681,4.4899020899528885,80.77446812339836,positive_spike,medium
M0007,2025-01-08 05:00:00,5.992775135851261,3.2377449422680864,85.09101991379336,positive_spike,medium
M0007,2025-01-08 10:00:00,4.407960085324856,2.4220211773421245,81.99510914937825,positive_spike,medium
M0007,2025-01-08 11:00:00,5.159757008458746,2.555745856766617,101.88850134678782,positive_spike,medium
M0007,2025-01-08 12:00:00,5.713224601223705,3.205221495661324,78.24741937358411,positive_spike,medium
M0007,2025-01-08 17:00:00,9.38281523479643,5.689821136707697,64.90527574344124,positive_spike,medium
M0007,2025-01-08 19:00:00,9.72374127724501,5.603198535913736,73.53911725455788,positive_spike,medium
M0007,2025-01-08 20:00:00,11.156302726626999,6.668964214308737,67.2868884599854,positive_spike,medium
M0007,2025-01-08 21:00:00,9.3907086908091,5.605959405890935,67.51296273999094,positive_spike,medium
M0007,2025-01-08 22:00:00,8.902933282609037,5.113819042251482,74.09558705638726,positive_spike,medium
M0007,2025-01-08 23:00:00,9.833737871780453,5.7344892462583275,71.48411043227306,positive_spike,medium
M0007,2025-01-16 13:00:00,5.451580383263486,3.3555250845503073,62.46579137089307,positive_spike,medium
M0007,2025-01-16 19:00:00,36.17386754459547,8.553916429527982,322.89245917488574,positive_spike,high
M0007,2025-01-23 19:00:00,9.966469843031792,36.17386754459547,-72.44842611660188,negative_drop,medium
M0007,2025-01-29 01:00:00,,6.174868640311946,,missing_reading,high
M0007,2025-02-01 20:00:00,11.213242453766007,6.654694375929415,68.50123867934855,positive_spike,medium
M0007,2025-02-02 06:00:00,,4.525590870386292,,missing_reading,high
M0007,2025-02-04 00:00:00,9.120945139093763,5.637776998841117,61.78265193831957,positive_spike,medium
M0007,2025-02-14 14:00:00,6.821737220395031,3.5353726873656486,92.95666464737519,positive_spike,medium
M0007,2025-02-19 23:00:00,7.762838275946106,4.63558434340945,67.46191420252697,positive_spike,medium
M0007,2025-02-21 03:00:00,6.026391817400643,3.60764412934717,67.04507432919009,positive_spike,medium
M0007,2025-02-24 22:00:00,,7.372230034239584,,missing_reading,high
M0007,2025-03-01 21:00:00,10.352460922846529,6.167304756720726,67.86037549976905,positive_spike,medium
M0007,2025-03-02 10:00:00,4.996786636757759,3.075368453048269,62.47765797964803,positive_spike,medium
M0007,2025-03-03 23:00:00,8.43677509408816,5.237596754790217,61.08103561756696,positive_spike,medium
M0007,2025-03-08 03:00:00,7.7218417929487115,4.454563958677799,73.34674874082859,positive_spike,medium
M0007,2025-03-16 19:00:00,13.205605579331202,8.064629976670886,63.74719754696708,positive_spike,medium
M0007,2025-03-26 15:00:00,,6.165444957490918,,missing_reading,high
M0007,2025-03-31 15:00:00,6.8623159740748765,2.7681875116764334,147.8992461720561,positive_spike,high
M0007,2025-03-31 21:00:00,9.581277765288984,5.92861030088552,61.610854467157125,positive_spike,medium
M0007,2025-04-02 05:00:00,5.549491153319437,3.4142158417158823,62.540724154405815,positive_spike,medium
M0007,2025-04-07 18:00:00,8.786504276891085,5.3222526584958345,65.08995045294056,positive_spike,medium
M0007,2025-04-08 11:00:00,5.255538688089998,3.166964876925074,65.94875195435698,positive_spike,medium
M0007,2025-04-18 05:00:00,4.529961697094554,2.659740939968819,70.31589915473722,positive_spike,medium
M0007,2025-04-25 08:00:00,4.785408215517748,2.280430633802871,109.84669055850864,positive_spike,medium
M0007,2025-05-03 04:00:00,6.7407510366872225,4.071222766903367,65.57067551020644,positive_spike,medium
M0007,2025-05-10 01:00:00,0.7395948708035338,6.175889958915315,-88.02448107521931,negative_drop,medium
M0007,2025-05-12 20:00:00,8.272097734259988,4.629291093642468,78.69037757466334,positive_spike,medium
M0007,2025-05-17 01:00:00,6.144113954594638,0.7395948708035338,730.7404765962422,positive_spike,high
M0007,2025-05-21 14:00:00,7.896663316972117,4.222680031130912,87.00595969278886,positive_spike,medium
M0007,2025-05-29 13:00:00,7.389739671778024,4.343660538211444,70.127007089298,positive_spike,medium
M0007,2025-05-30 01:00:00,6.464529733929631,3.290898404774332,96.43662425285125,positive_spike,medium
M0007,2025-06-02 09:00:00,4.607841030817769,2.8110617134339133,63.918174005115006,positive_spike,medium
M0007,2025-06-03 11:00:00,5.312649417322044,3.1768219314472956,67.2315770906841,positive_spike,medium
M0007,2025-06-07 21:00:00,10.028125685723932,5.817914770843213,72.36632162403637,positive_spike,medium
M0007,2025-06-15 23:00:00,9.63964727057199,5.346821934481548,80.28741911912375,positive_spike,medium
M0007,2025-06-21 03:00:00,7.569125345868615,4.337158893362881,74.51805506714513,positive_spike,medium
M0007,2025-07-02 04:00:00,5.378551163747898,3.317968598031495,62.10373922582987,positive_spike,medium
M0007,2025-07-04 08:00:00,4.478020689283985,2.659493213512463,68.37872217653621,positive_spike,medium
M0007,2025-07-08 00:00:00,6.911916272468396,4.289791387025678,61.124764560189135,positive_spike,medium
M0007,2025-07-08 01:00:00,6.943531087485928,3.919775095018634,77.14105833036116,positive_spike,medium
M0007,2025-07-08 06:00:00,5.068654252057182,2.5631979737997734,97.74727913596286,positive_spike,medium
M0007,2025-07-08 08:00:00,4.164252755339882,2.101390666743731,98.1665199737808,positive_spike,medium
M0007,2025-07-08 09:00:00,3.9648565096391906,2.2929133184718076,72.91785422929587,positive_spike,medium
M0007,2025-07-08 13:00:00,6.784353804563102,3.059503469321964,121.74689038893706,positive_spike,high
M0007,2025-07-08 14:00:00,5.763892789388716,2.933410739164428,96.49116001499814,positive_spike,medium
M0007,2025-07-08 21:00:00,9.914005276417123,4.429518783529519,123.81675664816727,positive_spike,high
M0007,2025-07-08 23:00:00,8.206933018828698,3.770254973822513,117.67580908481668,positive_spike,medium
M0007,2025-07-11 00:00:00,7.258393925031352,4.401465637188344,64.9085673577589,positive_spike,medium
M0007,2025-07-20 23:00:00,9.287110999012492,5.167740331969313,79.71318995189098,positive_spike,medium
M0007,2025-07-28 20:00:00,9.863948729387157,5.626639622639736,75.30798826528522,positive_spike,medium
M0007,2025-07-31 13:00:00,6.681866982597259,4.017374222944374,66.32423597570781,positive_spike,medium
M0007,2025-08-06 23:00:00,,7.201600770719575,,missing_reading,high
M0007,2025-08-08 13:00:00,6.356347847285243,3.2136196842279334,97.79402891018651,positive_spike,medium
M0007,2025-08-08 22:00:00,10.316382598544909,6.213682379680304,66.02687373080197,positive_spike,medium
M0007,2025-08-15 02:00:00,41.41535876382505,6.22638735644866,565.1587251623723,positive_spike,high
M0007,2025-08-19 17:00:00,,7.382043037983184,,missing_reading,high
M0007,2025-08-22 02:00:00,6.479332606839572,41.41535876382505,-84.35524211250089,negative_drop,medium
M0007,2025-08-24 14:00:00,8.966690982286885,5.483940108556466,63.508185807798355,positive_spike,medium
M0007,2025-08-28 17:00:00,9.499248197638275,5.488842534576104,73.06468782442288,positive_spike,medium
M0007,2025-08-29 12:00:00,,4.879924388425208,,missing_reading,high
M0007,2025-08-30 23:00:00,11.952615047342524,6.4876467262417385,84.23652753772267,positive_spike,medium
M0007,2025-09-01 21:00:00,12.21895422479842,6.532276098978832,87.0550791126016,positive_spike,medium
M0007,2025-09-06 11:00:00,0.4876961292499345,5.053124831129639,-90.34862296997898,negative_drop,medium
M0007,2025-09-09 18:00:00,10.69840161743193,6.589828259815066,62.34719928394864,positive_spike,medium
M0007,2025-09-13 11:00:00,5.203684792151055,0.4876961292499345,966.9932525718839,positive_spike,high
M0007,2025-09-21 04:00:00,,7.427142681598565,,missing_reading,high
M0007,2025-09-27 14:00:00,8.934051941545082,5.358209321579399,66.73577692391567,positive_spike,medium
M0007,2025-09-28 00:00:00,13.947388181652045,8.478535010907603,64.50233635538196,positive_spike,medium
M0007,2025-10-05 14:00:00,10.676701840523988,6.616141462717958,61.373542278189475,positive_spike,medium
M0007,2025-10-06 00:00:00,12.795381136862382,6.8724808864560485,86.18285519104022,positive_spike,medium
M0007,2025-10-08 00:00:00,13.229782604136464,6.67295224896389,98.25981230707373,positive_spike,medium
M0007,2025-10-10 11:00:00,0.19286426606758125,6.505983252511144,-97.03558618917224,negative_drop,medium
M0007,2025-10-11 21:00:00,15.606617413968698,9.678931113818482,61.24319132396072,positive_spike,medium
M0007,2025-10-17 11:00:00,5.1296966599806195,0.19286426606758125,2559.7444744808927,positive_spike,high
M0007,2025-10-23 22:00:00,16.20272086452531,9.514645177818355,70.29243404997355,positive_spike,medium
M0007,2025-11-04 02:00:00,11.239461319690971,6.00363746508584,87.21085983379359,positive_spike,medium
M0007,2025-11-19 14:00:00,,7.292892908027082,,missing_reading,high
M0007,2025-11-21 06:00:00,32.78765105592666,5.819932554085418,463.3682306663625,positive_spike,high
M0007,2025-11-28 06:00:00,4.810898516350761,32.78765105592666,-85.32710224302222,negative_drop,medium
M0007,2025-12-12 02:00:00,9.703618652604153,5.408806973315688,79.40404788850644,positive_spike,medium
M0007,2025-12-14 14:00:00,10.355666722995334,6.170129619451913,67.8354809653937,positive_spike,medium
M0007,2025-12-17 09:00:00,5.701979111726685,3.2544442445331008,75.20592406230394,positive_spike,medium
M0007,2025-12-21 22:00:00,1.3492728426929887,12.457427896225008,-89.1689291406466,negative_drop,medium
