meter_id,group_id,timestamp,forecast_kwh,selected_model
M0003,G03,2026-02-01 21:00:00,18.42599869291927,seasonal_naive
M0003,G03,2026-02-01 22:00:00,17.52070731386027,seasonal_naive
M0003,G03,2026-02-01 23:00:00,18.18744684070115,seasonal_naive
M0004,G04,2026-02-01 00:00:00,17.10442585188235,sarimax
M0004,G04,2026-02-01 01:00:00,15.999444772186363,sarimax
M0004,G04,2026-02-01 02:00:00,14.54139339516903,sarimax
M0004,G04,2026-02-01 03:00:00,13.184156387609518,sarimax
M0004,G04,2026-02-01 04:00:00,12.089312465927536,sarimax
M0004,G04,2026-02-01 05:00:00,11.344707567588319,sarimax
M0004,G04,2026-02-01 06:00:00,11.00334784025262,sarimax
M0004,G04,2026-02-01 07:00:00,11.088560865462004,sarimax
M0004,G04,2026-02-01 08:00:00,11.594121495255674,sarimax
M0004,G04,2026-02-01 09:00:00,12.485012048065752,sarimax
M0004,G04,2026-02-01 10:00:00,13.699875055053809,sarimax
M0004,G04,2026-02-01 11:00:00,15.155208387546496,sarimax
M0004,G04,2026-02-01 12:00:00,16.75105928901087,sarimax
M0004,G04,2026-02-01 13:00:00,18.37783756272865,sarimax
M0004,G04,2026-02-01 14:00:00,19.9237852269809,sarimax
M0004,G04,2026-02-01 15:00:00,21.28259390828695,sarimax
M0004,G04,2026-02-01 16:00:00,22.36065092011966,sarimax
M0004,G04,2026-02-01 17:00:00,23.083420229046958,sarimax
M0004,G04,2026-02-01 18:00:00,23.40052345638918,sarimax
M0004,G04,2026-02-01 19:00:00,23.289174651899074,sarimax
M0004,G04,2026-02-01 20:00:00,22.75573476320846,sarimax
M0004,G04,2026-02-01 21:00:00,21.835279864235332,sarimax
M0004,G04,2026-02-01 22:00:00,20.58921256467465,sarimax
M0004,G04,2026-02-01 23:00:00,19.10107937657149,sarimax
M0005,G05,2026-02-01 00:00:00,12.535103347567366,sarimax
M0005,G05,2026-02-01 01:00:00,14.08422067612576,sarimax
M0005,G05,2026-02-01 02:00:00,15.667675570014291,sarimax
M0005,G05,2026-02-01 03:00:00,17.199776036872823,sarimax
M0005,G05,2026-02-01 04:00:00,18.578259412499524,sarimax
M0005,G05,2026-02-01 05:00:00,19.709585226767267,sarimax
M0005,G05,2026-02-01 06:00:00,20.51695384190048,sarimax
M0005,G05,2026-02-01 07:00:00,20.945687380193355,sarimax
M0005,G05,2026-02-01 08:00:00,20.966968694235966,sarimax
M0005,G05,2026-02-01 09:00:00,20.579805836341606,sarimax
M0005,G05,2026-02-01 10:00:00,19.81109912375237,sarimax
M0005,G05,2026-02-01 11:00:00,18.713807214638663,sarimax
M0005,G05,2026-02-01 12:00:00,17.363337263136508,sarimax
M0005,G05,2026-02-01 13:00:00,15.852405167438963,sarimax
M0005,G05,2026-02-01 14:00:00,14.28471617848117,sarimax
M0005,G05,2026-02-01 15:00:00,12.767896526694884,sarimax
M0005,G05,2026-02-01 16:00:00,11.406157766236902,sarimax
M0005,G05,2026-02-01 17:00:00,10.293193751056837,sarimax
M0005,G05,2026-02-01 18:00:00,9.50579430379555,sarimax
M0005,G05,2026-02-01 19:00:00,9.098610797172844,sarimax
M0005,G05,2026-02-01 20:00:00,9.100430366687451,sarimax
M0005,G05,2026-02-01 21:00:00,9.51221266281589,sarimax
M0005,G05,2026-02-01 22:00:00,10.307022936834286,sarimax
M0005,G05,2026-02-01 23:00:00,11.431866022473526,sarimax
M0006,G06,2026-02-01 00:00:00,5.237007692204789,sarimax
M0006,G06,2026-02-01 01:00:00,6.058627922270863,sarimax
M0006,G06,2026-02-01 02:00:00,6.87311956044991,sarimax
M0006,G06,2026-02-01 03:00:00,7.65095616219558,sarimax
M0006,G06,2026-02-01 04:00:00,8.344327311050018,sarimax
M0006,G06,2026-02-01 05:00:00,8.907240794916591,sarimax
M0006,G06,2026-02-01 06:00:00,9.301884992809862,sarimax
M0006,G06,2026-02-01 07:00:00,9.501823967199103,sarimax
M0006,G06,2026-02-01 08:00:00,9.493917043133411,sarimax
M0006,G06,2026-02-01 09:00:00,9.279236387843731,sarimax
M0006,G06,2026-02-01 10:00:00,8.872997557423485,sarimax
M0006,G06,2026-02-01 11:00:00,8.30352259854197,sarimax
M0006,G06,2026-02-01 12:00:00,7.610309216244783,sarimax
M0006,G06,2026-02-01 13:00:00,6.841338137793432,sarimax
M0006,G06,2026-02-01 14:00:00,6.049802277186295,sarimax
M0006,G06,2026-02-01 15:00:00,5.29048062388643,sarimax
M0006,G06,2026-02-01 16:00:00,4.616003974632249,sarimax
M0006,G06,2026-02-01 17:00:00,4.0732669949109255,sarimax
M0006,G06,2026-02-01 18:00:00,3.700231124046607,sarimax
M0006,G06,2026-02-01 19:00:00,3.523336202484812,sarimax
M0006,G06,2026-02-01 20:00:00,3.55569721650806,sarimax
M0006,G06,2026-02-01 21:00:00,3.796209051242705,sarimax
M0006,G06,2026-02-01 22:00:00,4.229620263633519,sarimax
M0006,G06,2026-02-01 23:00:00,4.827570850031838,sarimax
M0007,G07,2026-02-01 00:00:00,8.552540697123916,sarimax
M0007,G07,2026-02-01 01:00:00,8.077266922721382,sarimax
M0007,G07,2026-02-01 02:00:00,7.466540791954575,sarimax
M0007,G07,2026-02-01 03:00:00,6.810279609800843,sarimax
M0007,G07,2026-02-01 04:00:00,6.162987998883923,sarimax
M0007,G07,2026-02-01 05:00:00,5.570714128340172,sarimax
M0007,G07,2026-02-01 06:00:00,5.074135232327607,sarimax
M0007,G07,2026-02-01 07:00:00,4.707048505356852,sarimax
M0007,G07,2026-02-01 08:00:00,4.494324308983699,sarimax
M0007,G07,2026-02-01 09:00:00,4.450263523156403,sarimax
M0007,G07,2026-02-01 10:00:00,4.577633794823597,sarimax
M0007,G07,2026-02-01 11:00:00,4.86748339803437,sarimax
M0007,G07,2026-02-01 12:00:00,5.299752093837624,sarimax
M0007,G07,2026-02-01 13:00:00,5.844638720631657,sarimax
M0007,G07,2026-02-01 14:00:00,6.464632591361686,sarimax
M0007,G07,2026-02-01 15:00:00,7.117070316541973,sarimax
M0007,G07,2026-02-01 16:00:00,7.757043820465551,sarimax
M0007,G07,2026-02-01 17:00:00,8.34046137560319,sarimax
M0007,G07,2026-02-01 18:00:00,8.827053050352404,sarimax
M0007,G07,2026-02-01 19:00:00,9.183115752997933,sarimax
M0007,G07,2026-02-01 20:00:00,9.383810800693961,sarimax
M0007,G07,2026-02-01 21:00:00,9.414857436881215,sarimax
M0007,G07,2026-02-01 22:00:00,9.273506885604505,sarimax
M0007,G07,2026-02-01 23:00:00,8.968730561357848,sarimax
M0008,G08,2026-02-01 00:00:00,7.572275933864685,seasonal_naive
M0008,G08,2026-02-01 01:00:00,8.853402591812333,seasonal_naive
M0008,G08,2026-02-01 02:00:00,10.413651635066202,seasonal_naive
M0008,G08,2026-02-01 03:00:00,10.490241490035626,seasonal_naive
M0008,G08,2026-02-01 04:00:00,10.969901236320247,seasonal_naive
M0008,G08,2026-02-01 05:00:00,12.928040786867326,seasonal_naive
M0008,G08,2026-02-01 06:00:00,13.569076509212127,seasonal_naive
M0008,G08,2026-02-01 07:00:00,12.937951952254707,seasonal_naive
M0008,G08,2026-02-01 08:00:00,12.481407721880501,seasonal_naive
M0008,G08,2026-02-01 09:00:00,12.083088260526566,seasonal_naive
M0008,G08,2026-02-01 10:00:00,12.847488764089277,seasonal_naive
M0008,G08,2026-02-01 11:00:00,12.028642377103079,seasonal_naive
M0008,G08,2026-02-01 12:00:00,12.50013968782714,seasonal_naive
M0008,G08,2026-02-01 13:00:00,10.620509416224946,seasonal_naive
M0008,G08,2026-02-01 14:00:00,11.246427829162025,seasonal_naive
M0008,G08,2026-02-01 15:00:00,9.277009371390752,seasonal_naive
M0008,G08,2026-02-01 16:00:00,7.6329376024462015,seasonal_naive
M0008,G08,2026-02-01 17:00:00,7.258257235197454,seasonal_naive
M0008,G08,2026-02-01 18:00:00,7.276125281857946,seasonal_naive
M0008,G08,2026-02-01 19:00:00,6.7091351225781946,seasonal_naive
M0008,G08,2026-02-01 20:00:00,5.956727244495216,seasonal_naive
M0008,G08,2026-02-01 21:00:00,5.693342905366158,seasonal_naive
M0008,G08,2026-02-01 22:00:00,6.605223983894637,seasonal_naive
M0008,G08,2026-02-01 23:00:00,8.547054624302246,seasonal_naive
M0009,G09,2026-02-01 00:00:00,8.694475752652655,sarimax
M0009,G09,2026-02-01 01:00:00,7.358734242497343,sarimax
M0009,G09,2026-02-01 02:00:00,6.250363675553972,sarimax
M0009,G09,2026-02-01 03:00:00,5.456996002432131,sarimax
M0009,G09,2026-02-01 04:00:00,5.033391037073058,sarimax
M0009,G09,2026-02-01 05:00:00,5.008461390283923,sarimax
M0009,G09,2026-02-01 06:00:00,5.383891027702205,sarimax
M0009,G09,2026-02-01 07:00:00,6.134052776258127,sarimax
M0009,G09,2026-02-01 08:00:00,7.207756598143448,sarimax
M0009,G09,2026-02-01 09:00:00,8.531738298704155,sarimax
M0009,G09,2026-02-01 10:00:00,10.015652495666643,sarimax
M0009,G09,2026-02-01 11:00:00,11.558229673264242,sarimax
M0009,G09,2026-02-01 12:00:00,13.054177732696658,sarimax
M0009,G09,2026-02-01 13:00:00,14.40135770964255,sarimax
M0009,G09,2026-02-01 14:00:00,15.50774464522074,sarimax
M0009,G09,2026-02-01 15:00:00,16.297699238171543,sarimax
M0009,G09,2026-02-01 16:00:00,16.717122875102216,sarimax
M0009,G09,2026-02-01 17:00:00,16.73714473153332,sarimax
M0009,G09,2026-02-01 18:00:00,16.35608967338549,sarimax
M0009,G09,2026-02-01 19:00:00,15.599592849109444,sarimax
M0009,G09,2026-02-01 20:00:00,14.518853162587225,sarimax
M0009,G09,2026-02-01 21:00:00,13.187144649088644,sarimax
M0009,G09,2026-02-01 22:00:00,11.694823497551548,sarimax
M0009,G09,2026-02-01 23:00:00,10.143170981629734,sarimax
M0010,G10,2026-02-01 00:00:00,14.776266874010306,sarimax
M0010,G10,2026-02-01 01:00:00,16.32993665047246,sarimax
M0010,G10,2026-02-01 02:00:00,18.096278259783144,sarimax
M0010,G10,2026-02-01 03:00:00,19.827461418960727,sarimax
M0010,G10,2026-02-01 04:00:00,21.38199908973058,sarimax
M0010,G10,2026-02-01 05:00:00,22.650174444504096,sarimax
M0010,G10,2026-02-01 06:00:00,23.54562040739104,sarimax
M0010,G10,2026-02-01 07:00:00,24.008203522446955,sarimax
M0010,G10,2026-02-01 08:00:00,24.007554076610965,sarimax
M0010,G10,2026-02-01 09:00:00,23.545027173217576,sarimax
M0010,G10,2026-02-01 10:00:00,22.653588361179217,sarimax
M0010,G10,2026-02-01 11:00:00,21.395561255214062,sarimax
M0010,G10,2026-02-01 12:00:00,19.85837736440383,sarimax
M0010,G10,2026-02-01 13:00:00,18.148615267286694,sarimax
M0010,G10,2026-02-01 14:00:00,16.384734883944677,sarimax
M0010,G10,2026-02-01 15:00:00,14.689001906671967,sarimax
M0010,G10,2026-02-01 16:00:00,13.179152712866586,sarimax
M0010,G10,2026-02-01 17:00:00,11.960367783404443,sarimax
M0010,G10,2026-02-01 18:00:00,11.11810062842256,sarimax
M0010,G10,2026-02-01 19:00:00,10.712250921728222,sarimax
M0010,G10,2026-02-01 20:00:00,10.773078939758745,sarimax
M0010,G10,2026-02-01 21:00:00,11.299139734212165,sarimax
M0010,G10,2026-02-01 22:00:00,12.25737782615964,sarimax
M0010,G10,2026-02-01 23:00:00,13.5853759736742,sarimax
M0011,G11,2026-02-01 00:00:00,7.664983881328482,sarimax
M0011,G11,2026-02-01 01:00:00,8.785874491562263,sarimax
M0011,G11,2026-02-01 02:00:00,9.860263366866468,sarimax
M0011,G11,2026-02-01 03:00:00,10.840867989710588,sarimax
M0011,G11,2026-02-01 04:00:00,11.662005356242108,sarimax
M0011,G11,2026-02-01 05:00:00,12.267943793091924,sarimax
M0011,G11,2026-02-01 06:00:00,12.617629462145654,sarimax
M0011,G11,2026-02-01 07:00:00,12.687519905788884,sarimax
M0011,G11,2026-02-01 08:00:00,12.473189429036907,sarimax
M0011,G11,2026-02-01 09:00:00,11.989630286365774,sarimax
M0011,G11,2026-02-01 10:00:00,11.27023044663489,sarimax
M0011,G11,2026-02-01 11:00:00,10.364497650982905,sarimax
M0011,G11,2026-02-01 12:00:00,9.334684868203603,sarimax
M0011,G11,2026-02-01 13:00:00,8.2515471182602,sarimax
M0011,G11,2026-02-01 14:00:00,7.189518830440608,sarimax
M0011,G11,2026-02-01 15:00:00,6.2216403923503965,sarimax
M0011,G11,2026-02-01 16:00:00,5.414579638258857,sarimax
M0011,G11,2026-02-01 17:00:00,4.824087555440571,sarimax
M0011,G11,2026-02-01 18:00:00,4.491197896001429,sarimax
M0011,G11,2026-02-01 19:00:00,4.439429685831954,sarimax
M0011,G11,2026-02-01 20:00:00,4.673183276630269,sarimax
M0011,G11,2026-02-01 21:00:00,5.177439249028326,sarimax
M0011,G11,2026-02-01 22:00:00,5.918780687782345,sarimax
M0011,G11,2026-02-01 23:00:00,6.847669164443551,sarimax
M0012,G12,2026-02-01 00:00:00,6.610875433532,sarimax
M0012,G12,2026-02-01 01:00:00,6.15708177165763,sarimax
M0012,G12,2026-02-01 02:00:00,5.554975574930992,sarimax
M0012,G12,2026-02-01 03:00:00,4.92707482539971,sarimax
M0012,G12,2026-02-01 04:00:00,4.322971122864573,sarimax
M0012,G12,2026-02-01 05:00:00,3.7844432594734747,sarimax
M0012,G12,2026-02-01 06:00:00,3.3483002578313865,sarimax
M0012,G12,2026-02-01 07:00:00,3.044345543476918,sarimax
M0012,G12,2026-02-01 08:00:00,2.893385056495368,sarimax
M0012,G12,2026-02-01 09:00:00,2.90581249573348,sarimax
M0012,G12,2026-02-01 10:00:00,3.0809011282620755,sarimax
M0012,G12,2026-02-01 11:00:00,3.4068531694689064,sarimax
M0012,G12,2026-02-01 12:00:00,3.8616035967406415,sarimax
M0012,G12,2026-02-01 13:00:00,4.414323637355483,sarimax
M0012,G12,2026-02-01 14:00:00,5.027521472233727,sarimax
M0012,G12,2026-02-01 15:00:00,5.65959699650425,sarimax
M0012,G12,2026-02-01 16:00:00,6.267676534529676,sarimax
M0012,G12,2026-02-01 17:00:00,6.81053432861511,sarimax
M0012,G12,2026-02-01 18:00:00,7.251401707166617,sarimax
M0012,G12,2026-02-01 19:00:00,7.560472492550149,sarimax
M0012,G12,2026-02-01 20:00:00,7.716933909688116,sarimax
M0012,G12,2026-02-01 21:00:00,7.710384592794979,sarimax
M0012,G12,2026-02-01 22:00:00,7.541543055924951,sarimax
M0012,G12,2026-02-01 23:00:00,7.222198346745774,sarimax
M0013,G01,2026-02-01 00:00:00,10.305422243490167,sarimax
M0013,G01,2026-02-01 01:00:00,8.916107040281219,sarimax
M0013,G01,2026-02-01 02:00:00,7.738066965875566,sarimax
M0013,G01,2026-02-01 03:00:00,6.940676081460713,sarimax
M0013,G01,2026-02-01 04:00:00,6.590801109772029,sarimax
M0013,G01,2026-02-01 05:00:00,6.7139137272426765,sarimax
M0013,G01,2026-02-01 06:00:00,7.301724255922592,sarimax
M0013,G01,2026-02-01 07:00:00,8.314083572478006,sarimax
M0013,G01,2026-02-01 08:00:00,9.681910104910939,sarimax
M0013,G01,2026-02-01 09:00:00,11.311924973254854,sarimax
M0013,G01,2026-02-01 10:00:00,13.093012763662816,sarimax
M0013,G01,2026-02-01 11:00:00,14.903794459881857,sarimax
M0013,G01,2026-02-01 12:00:00,16.620899302829116,sarimax
M0013,G01,2026-02-01 13:00:00,18.127372271836233,sarimax
M0013,G01,2026-02-01 14:00:00,19.320644289756935,sarimax
M0013,G01,2026-02-01 15:00:00,20.11952200404143,sarimax
M0013,G01,2026-02-01 16:00:00,20.469720803116005,sarimax
M0013,G01,2026-02-01 17:00:00,20.3475640025608,sarimax
M0013,G01,2026-02-01 18:00:00,19.76159610799322,sarimax
M0013,G01,2026-02-01 19:00:00,18.75200021383022,sarimax
M0013,G01,2026-02-01 20:00:00,17.38785924167134,sarimax
M0013,G01,2026-02-01 21:00:00,15.762447660870409,sarimax
M0013,G01,2026-02-01 22:00:00,13.986874553307086,sarimax
M0013,G01,2026-02-01 23:00:00,12.182511237596145,sarimax
M0014,G02,2026-02-01 00:00:00,16.26021398642989,seasonal_naive
M0014,G02,2026-02-01 01:00:00,16.367384059203694,seasonal_naive
M0014,G02,2026-02-01 02:00:00,14.836477460781946,seasonal_naive
M0014,G02,2026-02-01 03:00:00,13.305570862360197,seasonal_naive
M0014,G02,2026-02-01 04:00:00,12.120222004694131,seasonal_naive
M0014,G02,2026-02-01 05:00:00,10.505403537476816,seasonal_naive
M0014,G02,2026-02-01 06:00:00,9.494613633995534,seasonal_naive
M0014,G02,2026-02-01 07:00:00,7.912637358849698,seasonal_naive
M0014,G02,2026-02-01 08:00:00,7.540903687054929,seasonal_naive
M0014,G02,2026-02-01 09:00:00,5.636639360790766,seasonal_naive
M0014,G02,2026-02-01 10:00:00,8.297422297426394,seasonal_naive
M0014,G02,2026-02-01 11:00:00,7.699274442829863,seasonal_naive
M0014,G02,2026-02-01 12:00:00,6.6765747732681175,seasonal_naive
M0014,G02,2026-02-01 13:00:00,9.326716312845793,seasonal_naive
M0014,G02,2026-02-01 14:00:00,9.59626483664264,seasonal_naive
M0014,G02,2026-02-01 15:00:00,11.493138114222223,seasonal_naive
M0014,G02,2026-02-01 16:00:00,12.000018075332743,seasonal_naive
M0014,G02,2026-02-01 17:00:00,14.7507853371021,seasonal_naive
M0014,G02,2026-02-01 18:00:00,13.1119362292595,seasonal_naive
M0014,G02,2026-02-01 19:00:00,15.78492424337647,seasonal_naive
M0014,G02,2026-02-01 20:00:00,17.21321171873842,seasonal_naive
M0014,G02,2026-02-01 21:00:00,16.5279561495517,seasonal_naive
M0014,G02,2026-02-01 22:00:00,17.595332903629977,seasonal_naive
M0014,G02,2026-02-01 23:00:00,17.053074054845567,seasonal_naive
M0015,G03,2026-02-01 00:00:00,8.45540767016569,sarimax
M0015,G03,2026-02-01 01:00:00,7.7177080023282105,sarimax
M0015,G03,2026-02-01 02:00:00,7.092484693504478,sarimax
M0015,G03,2026-02-01 03:00:00,6.653173202453614,sarimax
M0015,G03,2026-02-01 04:00:00,6.43779396991127,sarimax
M0015,G03,2026-02-01 05:00:00,6.463323020654142,sarimax
M0015,G03,2026-02-01 06:00:00,6.728883041999198,sarimax
M0015,G03,2026-02-01 07:00:00,7.216917433495277,sarimax
M0015,G03,2026-02-01 08:00:00,7.894671965208746,sarimax
M0015,G03,2026-02-01 09:00:00,8.716499527825274,sarimax
M0015,G03,2026-02-01 10:00:00,9.626988944944195,sarimax
M0015,G03,2026-02-01 11:00:00,10.564745138900566,sarimax
M0015,G03,2026-02-01 12:00:00,11.466573425305825,sarimax
M0015,G03,2026-02-01 13:00:00,12.271785447402001,sarimax
M0015,G03,2026-02-01 14:00:00,12.926333991889067,sarimax
M0015,G03,2026-02-01 15:00:00,13.386495081851244,sarimax
M0015,G03,2026-02-01 16:00:00,13.621846464710474,sarimax
M0015,G03,2026-02-01 17:00:00,13.617339529401429,sarimax
M0015,G03,2026-02-01 18:00:00,13.374323459817537,sarimax
M0015,G03,2026-02-01 19:00:00,12.910451832855811,sarimax
M0015,G03,2026-02-01 20:00:00,12.258478028481443,sarimax
M0015,G03,2026-02-01 21:00:00,11.464021544812109,sarimax
M0015,G03,2026-02-01 22:00:00,10.58245744240281,sarimax
M0015,G03,2026-02-01 23:00:00,9.675140899290968,sarimax
M0016,G04,2026-02-01 00:00:00,11.874748755322274,sarimax
M0016,G04,2026-02-01 01:00:00,12.659821618462228,sarimax
M0016,G04,2026-02-01 02:00:00,13.428735428365814,sarimax
M0016,G04,2026-02-01 03:00:00,14.108444010975614,sarimax
M0016,G04,2026-02-01 04:00:00,14.651470734115168,sarimax
M0016,G04,2026-02-01 05:00:00,15.021552242378018,sarimax
M0016,G04,2026-02-01 06:00:00,15.19451594795778,sarimax
M0016,G04,2026-02-01 07:00:00,15.15978169168671,sarimax
M0016,G04,2026-02-01 08:00:00,14.92106802097927,sarimax
M0016,G04,2026-02-01 09:00:00,14.496135704996467,sarimax
M0016,G04,2026-02-01 10:00:00,13.91557517273192,sarimax
M0016,G04,2026-02-01 11:00:00,13.220719533651707,sarimax
M0016,G04,2026-02-01 12:00:00,12.460825319790807,sarimax
M0016,G04,2026-02-01 13:00:00,11.689713072522675,sarimax
M0016,G04,2026-02-01 14:00:00,10.962096715459506,sarimax
M0016,G04,2026-02-01 15:00:00,10.329851864569022,sarimax
M0016,G04,2026-02-01 16:00:00,9.838477388233203,sarimax
M0016,G04,2026-02-01 17:00:00,9.523991360561679,sarimax
M0016,G04,2026-02-01 18:00:00,9.410472948330682,sarimax
M0016,G04,2026-02-01 19:00:00,9.508417752842572,sarimax
M0016,G04,2026-02-01 20:00:00,9.81401869261887,sarimax
M0016,G04,2026-02-01 21:00:00,10.309421438980625,sarimax
M0016,G04,2026-02-01 22:00:00,10.963937002612832,sarimax
M0016,G04,2026-02-01 23:00:00,11.736128841155525,sarimax
M0017,G05,2026-02-01 00:00:00,6.148997756710264,sarimax
M0017,G05,2026-02-01 01:00:00,7.386299962905515,sarimax
M0017,G05,2026-02-01 02:00:00,8.513801703721839,sarimax
M0017,G05,2026-02-01 03:00:00,9.547442075776992,sarimax
M0017,G05,2026-02-01 04:00:00,10.444125804154066,sarimax
M0017,G05,2026-02-01 05:00:00,11.150756149952231,sarimax
M0017,G05,2026-02-01 06:00:00,11.621466717898047,sarimax
M0017,G05,2026-02-01 07:00:00,11.824767630901313,sarimax
M0017,G05,2026-02-01 08:00:00,11.746878972607448,sarimax
M0017,G05,2026-02-01 09:00:00,11.393020689596781,sarimax
M0017,G05,2026-02-01 10:00:00,10.787160621254205,sarimax
M0017,G05,2026-02-01 11:00:00,9.970411943366281,sarimax
M0017,G05,2026-02-01 12:00:00,8.998240657016616,sarimax
M0017,G05,2026-02-01 13:00:00,7.936688613094493,sarimax
M0017,G05,2026-02-01 14:00:00,6.857873951357851,sarimax
M0017,G05,2026-02-01 15:00:00,5.835076915715927,sarimax
M0017,G05,2026-02-01 16:00:00,4.937746329996127,sarimax
M0017,G05,2026-02-01 17:00:00,4.226767149663683,sarimax
M0017,G05,2026-02-01 18:00:00,3.7503116316420533,sarimax
M0017,G05,2026-02-01 19:00:00,3.540556867707527,sarimax
M0017,G05,2026-02-01 20:00:00,3.6114923785605977,sarimax
M0017,G05,2026-02-01 21:00:00,3.9579671777214007,sarimax
M0017,G05,2026-02-01 22:00:00,4.556041245933,sarimax
M0017,G05,2026-02-01 23:00:00,5.36461746312963,sarimax
M0018,G06,2026-02-01 00:00:00,7.032936425998305,sarimax
M0018,G06,2026-02-01 01:00:00,6.808681134395479,sarimax
M0018,G06,2026-02-01 02:00:00,6.5211514819344325,sarimax
M0018,G06,2026-02-01 03:00:00,6.228264256142836,sarimax
M0018,G06,2026-02-01 04:00:00,5.9559955311250246,sarimax
M0018,G06,2026-02-01 05:00:00,5.724117828623058,sarimax
M0018,G06,2026-02-01 06:00:00,5.548966464214439,sarimax
